Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,100,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TA,80,Entity parts: {'FZT651TC': ['60']}
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,1,Entity vals: ['20']
FN,DIODESINCORPORATED_ZTX696BSTZ,ZTX696B,200,Entity vals: ['180']
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,150,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,15,"Entity parts: {'MJE210': ['450', '100']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,200,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,10,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,75,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,50,Entity vals: ['40']
FN,DIODS13249-1,BC818-16,30,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODS13249-1,BC818-25,330,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRA,20,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,40,Entity vals: ['15']
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,N,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,6.0,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,BC546-D,BC547BRL1G,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y,20,Entity parts: {'2DA1213Y-13R': ['50']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30,Y,"Entity vals: ['40', '60', '80', '220', '100']"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,2.1,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,3.0,Entity parts: {'2N918UB': ['15']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZTX603STZ,ZTX602,NPN,"Entity vals: ['60', '80']"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,PNP,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,3.5,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,NPN,Entity parts: {'FCX495': ['150']}
FN,BC546-D,BC546BG,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,N,Entity parts: {'MJW3281AG': ['230']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,30,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,STMICROELECTRONICS_HD1520FX,HD1520FX,150,Entity vals: ['700']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O-13,20,Entity parts: {'2DA1213Y-13R': ['50']}
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,806,Entity parts: {'FMMT634QTA': ['100']}
FN,SANKEN_2SD2083,2SD2083,N,Entity vals: ['120']
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,50,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_MMBT6521LT1,MMBT6521LT1G,100,Entity parts: {'AN569': ['25']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP-HF,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TA,-55,Entity parts: {'FZT651TC': ['60']}
FN,DIODS13249-1,BC818-16,5.0,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FCX491ATA,FCX491AQTA,N,Entity parts: {'FCX491ATA': ['40']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,150,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,3.5,Entity vals: ['20']
FN,DIODESINCORPORATED_FMMT597TC,FMMT597,100,Entity parts: {'FMMT597TA': ['300']}
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,-55,Entity parts: {'FCX705': ['120']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,800,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,200,Entity vals: ['20']
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,1,Entity parts: {'FCX690B-13R': ['45']}
FN,CSEMS05382-1,BC546,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,200,Entity vals: ['100']
FN,DIODESINCORPORATED_ZTX603STZ,ZTX603,NPN,"Entity parts: {'ZTX602': ['60', '80']}"
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,Y,Entity parts: {'ZXTN19100C': ['100']}
FN,DIODS13249-1,BC818,5.0,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,1.6,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,30,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,BC546-D,BC548CG,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX495TC,FCX495TA,100,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,2.0,Entity parts: {'AP02002': ['400']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,10,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC546BZL1G,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC548CG,420,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZTX603STZ,ZTX603,-55,"Entity parts: {'ZTX602': ['60', '80']}"
FN,DIODS13249-1,BC818,500,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_BC489G,BC489A,Y,Entity parts: {'BC489RL1G': ['80']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,100,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,10000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,CSEMS05382-1,BC548B,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS03485-1,2N3905,625,Entity parts: {'2N3904': ['40']}
FN,DIODESINCORPORATED_FCX491ATA,FCX491AQTA,-65,Entity parts: {'FCX491ATA': ['40']}
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,7.0,Entity vals: ['20']
FN,CSEMS05382-1,BC547A,110,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,BC546-D,BC547A,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODS13249-1,BC817-16,150,"Entity vals: ['25', '45']"
FN,MICROSEMICORPORATION_2N2484UB,2N2484UB,200,Entity parts: {'2N2484UA': ['60']}
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,1.2,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_FCX558TA,FCX558,150,Entity parts: {'AP02002': ['400']}
FN,CSEMS05382-1,BC546,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS05382-1,BC546A,100,"Entity vals: ['45', '65', '30']"
FN,DIODS13249-1,BC817-16,-55,"Entity vals: ['25', '45']"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,40,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547CG,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_BUL804,BUL804,4,Entity vals: ['450']
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,120,Entity vals: ['100']
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,40,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,80,Entity parts: {'AP02002': ['40']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,100,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,CSEMS05382-1,BC546,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,70,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,-65,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,CSEMS03485-1,2N3905,150,Entity parts: {'2N3904': ['40']}
FN,BC546-D,BC547CZL1G,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT1G,5.0,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_BC489G,BC489AG,40,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O-13,N,Entity parts: {'2DA1213Y-13R': ['50']}
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y,6,Entity parts: {'2DA1213Y-13R': ['50']}
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,10,"Entity parts: {'MJE210': ['100', '400']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,7,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODS13249-1,BC818,NPN,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_BC489G,BC489,0.5,Entity parts: {'BC489RL1G': ['80']}
FN,DIODS13249-1,BC817-40,150,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,N,Entity parts: {'FCX495': ['150']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,-65,Entity parts: {'MJW3281AG': ['230']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,1.6,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,N,"Entity parts: {'MJE210': ['100', '400']}"
FN,SANKEN_2SD2082,2SD2082,16,Entity parts: {'2SB1382': ['120']}
FN,BC546-D,BC547BZL1G,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,12,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,10,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,15,Entity vals: ['80']
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,150,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06WT1G,150,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,70,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,50,Entity vals: ['230']
FN,BC546-D,BC548,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP-HF,-55,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,7.0,Entity parts: {'ZXTP23140BFH': ['140']}
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,130,Entity parts: {'ZXTN19100C': ['100']}
FN,BC546-D,BC547A,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_2STF2550,2STF2550,110,Entity vals: ['50']
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,20,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MMBT6521LT1,SMMBT6521LT1G,NPN,Entity parts: {'AN569': ['25']}
FN,ONSEMICONDUCTOR_2N3442G,2N3442G,200,Entity vals: ['140']
FN,BC546-D,BC547,50,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,PNP,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,150,Entity vals: ['20']
FN,BC546-D,BC546BRL1G,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,NXPUSAINC_PN2222A116,PN2222A-AP,100,Entity parts: {'PN2907A': ['40']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12,NPN,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,225,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92,PNP,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y,2,Entity parts: {'2DA1213Y-13R': ['50']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,4.0,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_FMMT597TC,FMMT597TA,7,Entity vals: ['300']
FN,DIODESINCORPORATED_FCX491ATA,FCX491AQTA,NPN,Entity parts: {'FCX491ATA': ['40']}
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,400,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,300,Entity vals: ['25']
FN,ONSEMICONDUCTOR_MMBT6521LT1,MMBT6521LT1G,NPN,Entity parts: {'AN569': ['25']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,15,Entity vals: ['230']
FN,BC546-D,BC546,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBT6521LT1,SMMBT6521LT1G,150,Entity parts: {'AN569': ['25']}
FN,SANKEN_2SD2083,2SD2083,2000,Entity vals: ['120']
FN,ONSEMICONDUCTOR_2N3442G,2N3442G,160,Entity vals: ['140']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O-13,2,Entity parts: {'2DA1213Y-13R': ['50']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP-HF,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,100,Entity parts: {'FCX495': ['150']}
FN,DIODS13249-1,BC818,100,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODS13249-1,BC817-40,-55,"Entity parts: {'BC817-16': ['25', '45']}"
FN,MICROSEMICORPORATION_2N2484UB,2N2484UB,250,Entity parts: {'2N2484UA': ['60']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12,100,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547CZL1G,50,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,N,Entity vals: ['100']
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,N,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,STMICROELECTRONICS_D45H11FP,D45H11FP,10,Entity vals: ['80']
FN,BC546-D,BC546BRL1G,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_2STF2550,2STF2550,80,Entity vals: ['50']
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,10000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,24,Entity parts: {'ZXTN19100C': ['100']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,4.0000,Entity vals: ['40']
FN,CSEMS03485-1,2N3906,50,Entity parts: {'2N3904': ['40']}
FN,STMICROELECTRONICS_BUL804,BUL804,150,Entity vals: ['450']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC546,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX558TA,FCX558,200,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,3,Entity parts: {'ZXTN19100C': ['100']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,40,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,625,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,175,Entity parts: {'ZXTP26020DMF': ['20']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,70,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918UB,NPN,Entity vals: ['15']
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,N,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,7,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_FCX491ATA,FCX491ATA,300,Entity vals: ['40']
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,100,Entity vals: ['140']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,5.0,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,NXPUSAINC_PN2222A116,PN2222A,Y,Entity parts: {'PN2907A': ['40']}
FN,BC546-D,BC548,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,50,Entity parts: {'FCX495': ['150']}
FN,CSEMS05382-1,BC548B,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,6.0,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,MICROSEMICORPORATION_2N2484UB,2N2484UBC,200,Entity parts: {'2N2484UA': ['60']}
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,180,Entity parts: {'AP02002': ['150']}
FN,NXPUSAINC_PN2222A116,PN2222A-AP,N,Entity parts: {'PN2907A': ['40']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,200,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,150,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,36,Entity parts: {'D45H11FP': ['80']}
FN,STMICROELECTRONICS_2STF2550,2STF2550,PNP,Entity vals: ['50']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,500,"Entity vals: ['200', '300']"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,5.0,Entity vals: ['300']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30,15,"Entity vals: ['40', '60', '80', '220', '100']"
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,150,"Entity parts: {'MJE210': ['100', '400']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA65,-65,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,Y,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,40,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,SANKEN_2SD2082,2SD2082,N,Entity parts: {'2SB1382': ['120']}
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,PNP,Entity parts: {'FCX705': ['120']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT1G,-55,Entity parts: {'MMBTA06WT1': ['80']}
FN,BC546-D,BC547,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,SANKEN_2SD2643,2SD2643,5000,Entity vals: ['110']
FN,DIODESINCORPORATED_ZTX953STZ,ZTX953,-55,Entity vals: ['100']
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,-55,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,6.0,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,BC546-D,BC548B,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,PNP,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FCX491ATA,FCX491AQTA,7,Entity parts: {'FCX491ATA': ['40']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,35,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,-55,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,N,Entity parts: {'2N918UB': ['15']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,PNP,Entity vals: ['140']
FN,BC546-D,BC547B,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,SANKEN_2SD2082,2SD2082,2000,Entity parts: {'2SB1382': ['120']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,N,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_ZTX696BSTZ,ZTX696B,5,Entity vals: ['180']
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302A,12,Entity parts: {'MJW3281AG': ['230']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,1.25,Entity vals: ['20']
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP,1.5,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,0.9,Entity parts: {'FCX705': ['120']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_BC489G,BC489A,40,Entity parts: {'BC489RL1G': ['80']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT1G,500,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,NXPUSAINC_PN2222A116,PN2222A-AP,150,Entity parts: {'PN2907A': ['40']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,70,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,NXPUSAINC_PN2222A116,PN2222A,500,Entity parts: {'PN2907A': ['40']}
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,170,Entity parts: {'FCX495': ['150']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,NPN,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06W,Y,Entity parts: {'MMBTA06WT1': ['80']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,PNP,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP-HF,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,12,Entity vals: ['100']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROSEMICORPORATION_2N2484UB,2N2484UB,360,Entity parts: {'2N2484UA': ['60']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,1.5,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,BC546-D,BC547AZL1G,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,N,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_FZT651TC,FZT651,3,Entity parts: {'FZT651TC': ['60']}
